Format Version,1.23,Take Name,Take 2024-04-18 09.52.19 AM_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-18 09.55.24.539 AM,Capture Start Frame,4710452,Total Frames in Take,4242,Total Exported Frames,4242,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Drone_Marker:Label,Drone_Marker:Label,Drone_Marker:Label
,ID,"2C1C5CDEFD5A11EEF196A13ACAB88A83","2C1C5CDEFD5A11EEF196A13ACAB88A83","2C1C5CDEFD5A11EEF196A13ACAB88A83"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
3170,31.700000,-0.071774,1.050913,-0.604921
3171,31.710000,-0.079464,1.052285,-0.606223
3172,31.720000,-0.087098,1.053628,-0.607553
3173,31.730000,-0.094665,1.054968,-0.608863
3174,31.740000,-0.102124,1.056188,-0.610100
3175,31.750000,-0.109610,1.057450,-0.611427
3176,31.760000,-0.117016,1.058689,-0.612637
3177,31.770000,-0.124300,1.059872,-0.613845
3178,31.780000,-0.131497,1.061032,-0.614974
3179,31.790000,-0.138465,1.062232,-0.615975
3180,31.800000,-0.145565,1.063372,-0.617173
3181,31.810000,-0.152553,1.064420,-0.618356
3182,31.820000,-0.159508,1.065423,-0.619387
3183,31.830000,-0.166422,1.066381,-0.620704
3184,31.840000,-0.173035,1.067443,-0.621674
3185,31.850000,-0.179667,1.068413,-0.622617
3186,31.860000,-0.186155,1.069384,-0.623736
3187,31.870000,-0.192610,1.070321,-0.624749
3188,31.880000,-0.199046,1.071224,-0.625782
3189,31.890000,-0.205237,1.072132,-0.626692
3190,31.900000,-0.211308,1.072969,-0.627718
3191,31.910000,-0.217378,1.073821,-0.628717
3192,31.920000,-0.223215,1.074650,-0.629697
3193,31.930000,-0.229059,1.075499,-0.630581
3194,31.940000,-0.234666,1.076283,-0.631521
3195,31.950000,-0.240191,1.077104,-0.632477
3196,31.960000,-0.245648,1.077859,-0.633406
3197,31.970000,-0.250928,1.078665,-0.634349
3198,31.980000,-0.256110,1.079387,-0.635260
3199,31.990000,-0.261179,1.080154,-0.636070
3200,32.000000,-0.266054,1.080863,-0.636957
3201,32.010000,-0.270852,1.081609,-0.637846
3202,32.020000,-0.275535,1.082320,-0.638770
3203,32.030000,-0.280038,1.083039,-0.639703
3204,32.040000,-0.284509,1.083752,-0.640522
3205,32.050000,-0.288714,1.084408,-0.641358
3206,32.060000,-0.292921,1.085070,-0.642216
3207,32.070000,-0.296905,1.085738,-0.643071
3208,32.080000,-0.300813,1.086434,-0.643963
3209,32.090000,-0.304629,1.087047,-0.644856
3210,32.100000,-0.308221,1.087752,-0.645708
3211,32.110000,-0.311730,1.088409,-0.646559
3212,32.120000,-0.315191,1.089056,-0.647421
3213,32.130000,-0.318492,1.089720,-0.648258
3214,32.140000,-0.321633,1.090356,-0.649193
3215,32.150000,-0.324722,1.091034,-0.650049
3216,32.160000,-0.327683,1.091643,-0.650947
3217,32.170000,-0.330521,1.092319,-0.651844
3218,32.180000,-0.333352,1.093033,-0.652719
3219,32.190000,-0.335943,1.093587,-0.653600
3220,32.200000,-0.338467,1.094281,-0.654431
3221,32.210000,-0.340851,1.094961,-0.655354
3222,32.220000,-0.343288,1.095620,-0.656245
3223,32.230000,-0.345554,1.096277,-0.657130
3224,32.240000,-0.347795,1.096888,-0.658002
3225,32.250000,-0.349850,1.097552,-0.658867
3226,32.260000,-0.351846,1.098243,-0.659748
3227,32.270000,-0.353845,1.098907,-0.660639
3228,32.280000,-0.355644,1.099490,-0.661459
3229,32.290000,-0.357439,1.100185,-0.662338
3230,32.300000,-0.359244,1.100766,-0.663237
3231,32.310000,-0.360909,1.101445,-0.664062
3232,32.320000,-0.362603,1.102044,-0.664940
3233,32.330000,-0.364113,1.102658,-0.665823
3234,32.340000,-0.365717,1.103281,-0.666644
3235,32.350000,-0.367172,1.103815,-0.667451
3236,32.360000,-0.368641,1.104451,-0.668179
3237,32.370000,-0.370016,1.104964,-0.669017
3238,32.380000,-0.371420,1.105579,-0.669783
3239,32.390000,-0.372728,1.106062,-0.670477
3240,32.400000,-0.374060,1.106571,-0.671171
3241,32.410000,-0.375297,1.107070,-0.671966
3242,32.420000,-0.376550,1.107448,-0.672638
3243,32.430000,-0.377767,1.107849,-0.673189
3244,32.440000,-0.378960,1.108323,-0.673787
3245,32.450000,-0.380161,1.108589,-0.674383
3246,32.460000,-0.381237,1.108966,-0.674863
3247,32.470000,-0.382350,1.109207,-0.675457
3248,32.480000,-0.383533,1.109493,-0.675837
3249,32.490000,-0.384594,1.109682,-0.676215
3250,32.500000,-0.385649,1.109890,-0.676516
3251,32.510000,-0.386685,1.110036,-0.676788
3252,32.520000,-0.387732,1.110148,-0.676992
3253,32.530000,-0.388762,1.110264,-0.677143
3254,32.540000,-0.389777,1.110356,-0.677190
3255,32.550000,-0.390739,1.110299,-0.677109
3256,32.560000,-0.391712,1.110280,-0.677000
3257,32.570000,-0.392668,1.110278,-0.676838
3258,32.580000,-0.393540,1.110207,-0.676579
3259,32.590000,-0.394426,1.110115,-0.676153
3260,32.600000,-0.395303,1.110005,-0.675718
3261,32.610000,-0.396096,1.109877,-0.675061
3262,32.620000,-0.396879,1.109719,-0.674417
3263,32.630000,-0.397686,1.109498,-0.673599
3264,32.640000,-0.398378,1.109294,-0.672718
3265,32.650000,-0.399074,1.109081,-0.671703
3266,32.660000,-0.399806,1.108799,-0.670514
3267,32.670000,-0.400383,1.108523,-0.669275
3268,32.680000,-0.400982,1.108277,-0.667831
3269,32.690000,-0.401496,1.107873,-0.666286
3270,32.700000,-0.401977,1.107533,-0.664544
3271,32.710000,-0.402474,1.107149,-0.662696
3272,32.720000,-0.402777,1.106819,-0.660762
3273,32.730000,-0.403114,1.106400,-0.658638
3274,32.740000,-0.403386,1.105943,-0.656322
3275,32.750000,-0.403626,1.105575,-0.653825
3276,32.760000,-0.403720,1.105057,-0.651262
3277,32.770000,-0.403787,1.104647,-0.648524
3278,32.780000,-0.403732,1.104198,-0.645487
3279,32.790000,-0.403588,1.103841,-0.642494
3280,32.800000,-0.403437,1.103356,-0.639209
3281,32.810000,-0.403243,1.102834,-0.635785
3282,32.820000,-0.402883,1.102471,-0.632135
3283,32.830000,-0.402573,1.101955,-0.628359
3284,32.840000,-0.402048,1.101599,-0.624427
3285,32.850000,-0.401522,1.101281,-0.620275
3286,32.860000,-0.400969,1.101140,-0.616009
3287,32.870000,-0.400179,1.100623,-0.611540
3288,32.880000,-0.399436,1.100297,-0.606873
3289,32.890000,-0.398639,1.099995,-0.602058
3290,32.900000,-0.397773,1.099792,-0.597119
3291,32.910000,-0.396698,1.099562,-0.592036
3292,32.920000,-0.395672,1.099426,-0.586680
3293,32.930000,-0.394468,1.099221,-0.581203
3294,32.940000,-0.393223,1.099086,-0.575697
3295,32.950000,-0.391951,1.098994,-0.569924
3296,32.960000,-0.390535,1.098922,-0.564039
3297,32.970000,-0.389054,1.098909,-0.558056
3298,32.980000,-0.387586,1.098917,-0.551953
3299,32.990000,-0.386003,1.098940,-0.545589
3300,33.000000,-0.384361,1.098996,-0.539214
3301,33.010000,-0.382755,1.099076,-0.532764
3302,33.020000,-0.380983,1.099257,-0.526076
3303,33.030000,-0.379144,1.099441,-0.519424
3304,33.040000,-0.377408,1.099638,-0.512620
3305,33.050000,-0.375492,1.099925,-0.505681
3306,33.060000,-0.373654,1.100190,-0.498859
3307,33.070000,-0.371675,1.100533,-0.491742
3308,33.080000,-0.369720,1.100886,-0.484632
3309,33.090000,-0.367696,1.101297,-0.477494
3310,33.100000,-0.365670,1.101762,-0.470309
3311,33.110000,-0.363676,1.102262,-0.463103
3312,33.120000,-0.361577,1.102739,-0.455696
3313,33.130000,-0.359569,1.103311,-0.448370
3314,33.140000,-0.357518,1.103896,-0.441052
3315,33.150000,-0.355485,1.104479,-0.433716
3316,33.160000,-0.353440,1.105041,-0.426323
3317,33.170000,-0.351443,1.105737,-0.418960
3318,33.180000,-0.349407,1.106396,-0.411725
3319,33.190000,-0.347364,1.107136,-0.404350
3320,33.200000,-0.345397,1.107782,-0.397072
3321,33.210000,-0.343425,1.108493,-0.389771
3322,33.220000,-0.341503,1.109213,-0.382540
3323,33.230000,-0.339611,1.109947,-0.375306
3324,33.240000,-0.337728,1.110625,-0.368074
3325,33.250000,-0.335856,1.111382,-0.360991
3326,33.260000,-0.334102,1.112149,-0.353884
3327,33.270000,-0.332273,1.112956,-0.346867
3328,33.280000,-0.330630,1.113606,-0.339966
3329,33.290000,-0.328903,1.114237,-0.333029
3330,33.300000,-0.327291,1.114917,-0.326317
3331,33.310000,-0.325664,1.115538,-0.319540
3332,33.320000,-0.324046,1.116157,-0.312951
3333,33.330000,-0.322588,1.116820,-0.306375
3334,33.340000,-0.321075,1.117287,-0.299933
3335,33.350000,-0.319579,1.117823,-0.293596
3336,33.360000,-0.318210,1.118209,-0.287288
3337,33.370000,-0.316786,1.118601,-0.281157
3338,33.380000,-0.315500,1.118986,-0.275149
3339,33.390000,-0.314189,1.119321,-0.269110
3340,33.400000,-0.312931,1.119624,-0.263241
3341,33.410000,-0.311757,1.119703,-0.257468
3342,33.420000,-0.310585,1.119839,-0.251801
3343,33.430000,-0.309488,1.119937,-0.246282
3344,33.440000,-0.308394,1.119906,-0.240914
3345,33.450000,-0.307367,1.119863,-0.235690
3346,33.460000,-0.306369,1.119766,-0.230466
3347,33.470000,-0.305377,1.119582,-0.225395
3348,33.480000,-0.304427,1.119329,-0.220424
3349,33.490000,-0.303539,1.118993,-0.215676
3350,33.500000,-0.302716,1.118562,-0.210918
3351,33.510000,-0.301883,1.118137,-0.206335
3352,33.520000,-0.301063,1.117679,-0.201866
3353,33.530000,-0.300322,1.117170,-0.197625
3354,33.540000,-0.299583,1.116540,-0.193372
3355,33.550000,-0.298902,1.115889,-0.189235
3356,33.560000,-0.298240,1.115211,-0.185326
3357,33.570000,-0.297580,1.114504,-0.181476
3358,33.580000,-0.297014,1.113791,-0.177763
3359,33.590000,-0.296394,1.113047,-0.174164
3360,33.600000,-0.295821,1.112216,-0.170688
3361,33.610000,-0.295312,1.111374,-0.167210
3362,33.620000,-0.294823,1.110498,-0.164015
3363,33.630000,-0.294331,1.109717,-0.160896
3364,33.640000,-0.293843,1.108809,-0.157780
3365,33.650000,-0.293351,1.107951,-0.154919
3366,33.660000,-0.292926,1.107068,-0.152018
3367,33.670000,-0.292421,1.106218,-0.149410
3368,33.680000,-0.292052,1.105281,-0.146718
3369,33.690000,-0.291599,1.104388,-0.144264
3370,33.700000,-0.291176,1.103548,-0.141799
3371,33.710000,-0.290815,1.102579,-0.139501
3372,33.720000,-0.290379,1.101743,-0.137258
3373,33.730000,-0.290024,1.100830,-0.135112
3374,33.740000,-0.289663,1.099881,-0.132971
3375,33.750000,-0.289242,1.098963,-0.130967
3376,33.760000,-0.288901,1.098103,-0.129064
3377,33.770000,-0.288520,1.097129,-0.127198
3378,33.780000,-0.288131,1.096300,-0.125400
3379,33.790000,-0.287698,1.095266,-0.123646
3380,33.800000,-0.287252,1.094344,-0.121959
3381,33.810000,-0.286877,1.093392,-0.120309
3382,33.820000,-0.286404,1.092432,-0.118679
3383,33.830000,-0.285989,1.091480,-0.117213
3384,33.840000,-0.285513,1.090445,-0.115727
3385,33.850000,-0.285140,1.089437,-0.114246
3386,33.860000,-0.284666,1.088331,-0.112811
3387,33.870000,-0.284159,1.087256,-0.111396
3388,33.880000,-0.283701,1.086187,-0.110033
3389,33.890000,-0.283249,1.084932,-0.108664
3390,33.900000,-0.282697,1.083805,-0.107371
3391,33.910000,-0.282194,1.082608,-0.106054
3392,33.920000,-0.281624,1.081227,-0.104727
3393,33.930000,-0.281001,1.079915,-0.103478
3394,33.940000,-0.280395,1.078560,-0.102213
3395,33.950000,-0.279846,1.077105,-0.100864
3396,33.960000,-0.279256,1.075575,-0.099578
3397,33.970000,-0.278591,1.074037,-0.098340
3398,33.980000,-0.277843,1.072484,-0.097021
3399,33.990000,-0.277179,1.070731,-0.095684
3400,34.000000,-0.276479,1.068901,-0.094366
3401,34.010000,-0.275837,1.067047,-0.093085
3402,34.020000,-0.275049,1.065145,-0.091692
3403,34.030000,-0.274316,1.063111,-0.090342
3404,34.040000,-0.273486,1.061008,-0.088934
3405,34.050000,-0.272706,1.058769,-0.087562
3406,34.060000,-0.271875,1.056392,-0.086115
3407,34.070000,-0.271105,1.053986,-0.084691
3408,34.080000,-0.270108,1.051450,-0.083160
3409,34.090000,-0.269307,1.048772,-0.081716
3410,34.100000,-0.268398,1.046001,-0.080199
3411,34.110000,-0.267503,1.043069,-0.078592
3412,34.120000,-0.266605,1.039993,-0.076924
3413,34.130000,-0.265696,1.036863,-0.075344
3414,34.140000,-0.264746,1.033604,-0.073629
3415,34.150000,-0.263800,1.030141,-0.071948
3416,34.160000,-0.262863,1.026518,-0.070188
3417,34.170000,-0.261955,1.022823,-0.068433
3418,34.180000,-0.260966,1.018970,-0.066583
3419,34.190000,-0.259989,1.015029,-0.064761
3420,34.200000,-0.259105,1.010778,-0.062869
3421,34.210000,-0.258075,1.006447,-0.060928
3422,34.220000,-0.257120,1.001990,-0.059017
3423,34.230000,-0.256175,0.997413,-0.056985
3424,34.240000,-0.255172,0.992631,-0.054973
3425,34.250000,-0.254236,0.987644,-0.052992
3426,34.260000,-0.253313,0.982471,-0.050875
3427,34.270000,-0.252358,0.977200,-0.048754
3428,34.280000,-0.251464,0.971793,-0.046578
3429,34.290000,-0.250532,0.966148,-0.044329
3430,34.300000,-0.249674,0.960353,-0.042246
3431,34.310000,-0.248807,0.954476,-0.039999
3432,34.320000,-0.247882,0.948368,-0.037647
3433,34.330000,-0.247155,0.942046,-0.035432
3434,34.340000,-0.246239,0.935676,-0.033080
3435,34.350000,-0.245429,0.929079,-0.030734
3436,34.360000,-0.244650,0.922318,-0.028449
3437,34.370000,-0.243865,0.915487,-0.025989
3438,34.380000,-0.243142,0.908266,-0.023754
3439,34.390000,-0.242405,0.901037,-0.021342
3440,34.400000,-0.241551,0.893690,-0.018883
3441,34.410000,-0.240892,0.886030,-0.016493
3442,34.420000,-0.240227,0.878269,-0.014090
3443,34.430000,-0.239501,0.870347,-0.011686
3444,34.440000,-0.238884,0.862269,-0.009316
3445,34.450000,-0.238213,0.854071,-0.006832
3446,34.460000,-0.237540,0.845643,-0.004396
3447,34.470000,-0.236929,0.837117,-0.002085
3448,34.480000,-0.236258,0.828433,0.000384
3449,34.490000,-0.235725,0.819484,0.002714
3450,34.500000,-0.235153,0.810413,0.005091
3451,34.510000,-0.234520,0.801238,0.007393
3452,34.520000,-0.233960,0.791923,0.009725
3453,34.530000,-0.233390,0.782609,0.012051
3454,34.540000,-0.232782,0.773013,0.014249
3455,34.550000,-0.232282,0.763280,0.016493
3456,34.560000,-0.231710,0.753408,0.018794
3457,34.570000,-0.231194,0.743547,0.020789
3458,34.580000,-0.230614,0.733658,0.023013
3459,34.590000,-0.230118,0.723453,0.025097
3460,34.600000,-0.229571,0.713306,0.027197
3461,34.610000,-0.229063,0.703081,0.029123
3462,34.620000,-0.228573,0.692599,0.031081
3463,34.630000,-0.228068,0.682307,0.033009
3464,34.640000,-0.227580,0.671874,0.034788
3465,34.650000,-0.227126,0.661297,0.036673
3466,34.660000,-0.226615,0.650785,0.038402
3467,34.670000,-0.226169,0.640164,0.040006
3468,34.680000,-0.225653,0.629636,0.041647
3469,34.690000,-0.225153,0.618961,0.043212
3470,34.700000,-0.224695,0.608301,0.044602
3471,34.710000,-0.224117,0.597729,0.045936
3472,34.720000,-0.223624,0.587000,0.047364
3473,34.730000,-0.223101,0.576421,0.048599
3474,34.740000,-0.222643,0.565766,0.049709
3475,34.750000,-0.222106,0.555205,0.050886
3476,34.760000,-0.221626,0.544694,0.051898
3477,34.770000,-0.221176,0.534077,0.052843
3478,34.780000,-0.220779,0.523598,0.053679
3479,34.790000,-0.220282,0.513275,0.054543
3480,34.800000,-0.219868,0.502880,0.055244
3481,34.810000,-0.219411,0.492578,0.055860
3482,34.820000,-0.218897,0.482424,0.056416
3483,34.830000,-0.218475,0.472272,0.056819
3484,34.840000,-0.217977,0.462266,0.057183
3485,34.850000,-0.217572,0.452308,0.057470
3486,34.860000,-0.217081,0.442599,0.057670
3487,34.870000,-0.216554,0.432820,0.057784
3488,34.880000,-0.216041,0.423328,0.057870
3489,34.890000,-0.215572,0.413770,0.057844
3490,34.900000,-0.215051,0.404536,0.057814
3491,34.910000,-0.214522,0.395228,0.057659
3492,34.920000,-0.213983,0.386140,0.057540
3493,34.930000,-0.213510,0.377168,0.057241
3494,34.940000,-0.212950,0.368187,0.057014
3495,34.950000,-0.212240,0.359106,0.056780
3496,34.960000,-0.211760,0.350696,0.056350
3497,34.970000,-0.211195,0.342004,0.055931
3498,34.980000,-0.210375,0.333331,0.055534
3499,34.990000,-0.209830,0.325157,0.055083
3500,35.000000,-0.209085,0.316803,0.054612
3501,35.010000,-0.208378,0.308599,0.054141
3502,35.020000,-0.207387,0.300375,0.053805
3503,35.030000,-0.206585,0.292370,0.053348
3504,35.040000,-0.205936,0.284608,0.052784
3505,35.050000,-0.204972,0.276751,0.052328
3506,35.060000,-0.204114,0.268978,0.051876
3507,35.070000,-0.203029,0.261154,0.051403
3508,35.080000,-0.202010,0.253633,0.051031
3509,35.090000,-0.201066,0.246135,0.050623
3510,35.100000,-0.199933,0.238770,0.050292
3511,35.110000,-0.198892,0.231462,0.049920
3512,35.120000,-0.197713,0.224179,0.049436
3513,35.130000,-0.196812,0.217281,0.048965
3514,35.140000,-0.195414,0.210099,0.048640
3515,35.150000,-0.194457,0.203240,0.048208
3516,35.160000,-0.193013,0.196193,0.047989
3517,35.170000,-0.191766,0.189349,0.047585
3518,35.180000,-0.190485,0.182614,0.047392
3519,35.190000,-0.189329,0.175936,0.046990
3520,35.200000,-0.188051,0.169285,0.046702
3521,35.210000,-0.186872,0.162729,0.046374
3522,35.220000,-0.185537,0.156349,0.046112
3523,35.230000,-0.184516,0.149901,0.045729
3524,35.240000,-0.183254,0.143487,0.045477
3525,35.250000,-0.182192,0.137313,0.045216
3526,35.260000,-0.181059,0.131062,0.044778
3527,35.270000,-0.180005,0.124944,0.044437
3528,35.280000,-0.178905,0.119052,0.044065
3529,35.290000,-0.177978,0.112877,0.043671
3530,35.300000,-0.177047,0.107144,0.043273
3531,35.310000,-0.176116,0.101272,0.042816
3532,35.320000,-0.175330,0.095633,0.042315
3533,35.330000,-0.174586,0.089899,0.041817
3534,35.340000,-0.173801,0.084443,0.041397
3535,35.350000,-0.173277,0.078790,0.040802
3536,35.360000,-0.172762,0.073541,0.040292
3537,35.370000,-0.172387,0.067959,0.039562
3538,35.380000,-0.171979,0.062390,0.039016
3539,35.390000,-0.171627,0.056650,0.038357
3540,35.400000,-0.171387,0.050512,0.037772
3541,35.410000,-0.171148,0.044356,0.037164
3542,35.420000,-0.170289,0.038494,0.036805
3543,35.430000,-0.168491,0.038452,0.037287
3544,35.440000,-0.168069,0.040175,0.037351
3545,35.450000,-0.167494,0.041519,0.037403
3546,35.460000,-0.166995,0.042434,0.037327
3547,35.470000,-0.166442,0.042880,0.037427
3548,35.480000,-0.165917,0.042737,0.037390
3549,35.490000,-0.165300,0.042248,0.037394
3550,35.500000,-0.164574,0.041318,0.037352
3551,35.510000,-0.163578,0.040024,0.037241
3552,35.520000,-0.162204,0.038507,0.037571
3553,35.530000,-0.161307,0.037789,0.037393
3554,35.540000,-0.161000,0.038220,0.037172
3555,35.550000,-0.161049,0.038394,0.037084
3556,35.560000,-0.161215,0.038076,0.037150
3557,35.570000,-0.161397,0.037946,0.037373
3558,35.580000,-0.161590,0.038096,0.037481
3559,35.590000,-0.161653,0.037994,0.037541
3560,35.600000,-0.161548,0.037984,0.037460
3561,35.610000,-0.161476,0.037998,0.037411
3562,35.620000,-0.161414,0.037982,0.037360
3563,35.630000,-0.161374,0.038043,0.037314
3564,35.640000,-0.161354,0.038029,0.037292
3565,35.650000,-0.161355,0.038016,0.037295
3566,35.660000,-0.161366,0.038027,0.037304
3567,35.670000,-0.161396,0.038022,0.037315
3568,35.680000,-0.161433,0.038030,0.037338
3569,35.690000,-0.161459,0.037987,0.037389
3570,35.700000,-0.161488,0.037973,0.037423
3571,35.710000,-0.161528,0.037983,0.037441
3572,35.720000,-0.161532,0.037962,0.037454
3573,35.730000,-0.161520,0.037978,0.037451
3574,35.740000,-0.161506,0.037975,0.037438
3575,35.750000,-0.161497,0.037972,0.037432
3576,35.760000,-0.161494,0.037978,0.037424
3577,35.770000,-0.161500,0.037965,0.037417
3578,35.780000,-0.161495,0.037965,0.037429
3579,35.790000,-0.161500,0.037966,0.037436
3580,35.800000,-0.161507,0.037974,0.037439
3581,35.810000,-0.161515,0.037959,0.037444
3582,35.820000,-0.161513,0.037959,0.037435
3583,35.830000,-0.161510,0.037970,0.037440
3584,35.840000,-0.161506,0.037958,0.037436
3585,35.850000,-0.161495,0.037959,0.037428
3586,35.860000,-0.161505,0.037955,0.037434
3587,35.870000,-0.161492,0.037957,0.037434
3588,35.880000,-0.161502,0.037953,0.037432
3589,35.890000,-0.161509,0.037965,0.037434
3590,35.900000,-0.161510,0.037959,0.037433
3591,35.910000,-0.161510,0.037953,0.037439
3592,35.920000,-0.161514,0.037960,0.037433
3593,35.930000,-0.161502,0.037961,0.037424
3594,35.940000,-0.161494,0.037953,0.037420
3595,35.950000,-0.161504,0.037945,0.037432
3596,35.960000,-0.161503,0.037956,0.037429
3597,35.970000,-0.161505,0.037953,0.037437
3598,35.980000,-0.161515,0.037947,0.037437
3599,35.990000,-0.161514,0.037947,0.037438
3600,36.000000,-0.161504,0.037948,0.037436
3601,36.010000,-0.161497,0.037958,0.037433
3602,36.020000,-0.161488,0.037948,0.037426
3603,36.030000,-0.161494,0.037945,0.037429
3604,36.040000,-0.161502,0.037958,0.037432
3605,36.050000,-0.161511,0.037953,0.037438
3606,36.060000,-0.161513,0.037953,0.037442
3607,36.070000,-0.161507,0.037944,0.037426
3608,36.080000,-0.161508,0.037952,0.037428
3609,36.090000,-0.161498,0.037953,0.037425
3610,36.100000,-0.161490,0.037956,0.037430
3611,36.110000,-0.161496,0.037954,0.037432
3612,36.120000,-0.161500,0.037950,0.037439
3613,36.130000,-0.161500,0.037947,0.037421
3614,36.140000,-0.161506,0.037940,0.037429
3615,36.150000,-0.161506,0.037954,0.037426
3616,36.160000,-0.161492,0.037940,0.037429
3617,36.170000,-0.161501,0.037940,0.037436
3618,36.180000,-0.161496,0.037954,0.037439
3619,36.190000,-0.161492,0.037949,0.037430
3620,36.200000,-0.161492,0.037937,0.037424
3621,36.210000,-0.161498,0.037954,0.037435
3622,36.220000,-0.161488,0.037940,0.037431
3623,36.230000,-0.161495,0.037962,0.037429
3624,36.240000,-0.161490,0.037941,0.037427
3625,36.250000,-0.161489,0.037945,0.037433
3626,36.260000,-0.161503,0.037948,0.037422
3627,36.270000,-0.161486,0.037934,0.037434
3628,36.280000,-0.161501,0.037934,0.037432
3629,36.290000,-0.161494,0.037941,0.037431
3630,36.300000,-0.161496,0.037947,0.037433
3631,36.310000,-0.161489,0.037945,0.037427
3632,36.320000,-0.161495,0.037954,0.037426
3633,36.330000,-0.161488,0.037932,0.037416
3634,36.340000,-0.161490,0.037947,0.037425
3635,36.350000,-0.161486,0.037941,0.037423
3636,36.360000,-0.161495,0.037954,0.037429
3637,36.370000,-0.161494,0.037933,0.037426
3638,36.380000,-0.161497,0.037947,0.037429
3639,36.390000,-0.161492,0.037950,0.037435
3640,36.400000,-0.161488,0.037931,0.037437
3641,36.410000,-0.161492,0.037944,0.037419
3642,36.420000,-0.161493,0.037943,0.037425
3643,36.430000,-0.161493,0.037943,0.037417
3644,36.440000,-0.161493,0.037943,0.037431
3645,36.450000,-0.161502,0.037926,0.037436
3646,36.460000,-0.161486,0.037938,0.037425
3647,36.470000,-0.161490,0.037940,0.037433
3648,36.480000,-0.161495,0.037929,0.037441
3649,36.490000,-0.161503,0.037921,0.037432
3650,36.500000,-0.161500,0.037933,0.037436
3651,36.510000,-0.161498,0.037937,0.037433
3652,36.520000,-0.161498,0.037938,0.037437
3653,36.530000,-0.161497,0.037930,0.037442
3654,36.540000,-0.161494,0.037933,0.037434
3655,36.550000,-0.161494,0.037947,0.037426
3656,36.560000,-0.161498,0.037939,0.037427
3657,36.570000,-0.161496,0.037936,0.037433
3658,36.580000,-0.161489,0.037932,0.037430
3659,36.590000,-0.161501,0.037932,0.037437
3660,36.600000,-0.161498,0.037921,0.037440
3661,36.610000,-0.161495,0.037939,0.037438
3662,36.620000,-0.161499,0.037922,0.037433
3663,36.630000,-0.161493,0.037932,0.037429
3664,36.640000,-0.161486,0.037936,0.037435
3665,36.650000,-0.161492,0.037927,0.037422
3666,36.660000,-0.161490,0.037934,0.037436
3667,36.670000,-0.161491,0.037916,0.037428
3668,36.680000,-0.161499,0.037939,0.037451
3669,36.690000,-0.161497,0.037932,0.037442
3670,36.700000,-0.161487,0.037929,0.037436
3671,36.710000,-0.161490,0.037934,0.037435
3672,36.720000,-0.161491,0.037948,0.037435
3673,36.730000,-0.161494,0.037925,0.037438
3674,36.740000,-0.161492,0.037942,0.037440
3675,36.750000,-0.161496,0.037920,0.037422
3676,36.760000,-0.161488,0.037940,0.037432
3677,36.770000,-0.161485,0.037927,0.037425
3678,36.780000,-0.161498,0.037924,0.037431
3679,36.790000,-0.161490,0.037941,0.037433
3680,36.800000,-0.161501,0.037933,0.037428
3681,36.810000,-0.161496,0.037950,0.037435
3682,36.820000,-0.161492,0.037938,0.037429
3683,36.830000,-0.161486,0.037936,0.037423
3684,36.840000,-0.161500,0.037932,0.037436
3685,36.850000,-0.161492,0.037932,0.037429
3686,36.860000,-0.161490,0.037939,0.037435
3687,36.870000,-0.161499,0.037927,0.037430
3688,36.880000,-0.161495,0.037934,0.037425
3689,36.890000,-0.161492,0.037938,0.037423
3690,36.900000,-0.161488,0.037914,0.037445
3691,36.910000,-0.161490,0.037931,0.037425
3692,36.920000,-0.161486,0.037927,0.037432
3693,36.930000,-0.161506,0.037935,0.037428
3694,36.940000,-0.161497,0.037925,0.037427
3695,36.950000,-0.161495,0.037923,0.037439
3696,36.960000,-0.161499,0.037933,0.037436
3697,36.970000,-0.161497,0.037937,0.037441
3698,36.980000,-0.161488,0.037926,0.037427
3699,36.990000,-0.161493,0.037929,0.037419
3700,37.000000,-0.161494,0.037932,0.037436
3701,37.010000,-0.161484,0.037929,0.037435
3702,37.020000,-0.161498,0.037930,0.037430
3703,37.030000,-0.161498,0.037936,0.037431
3704,37.040000,-0.161492,0.037925,0.037429
3705,37.050000,-0.161497,0.037933,0.037438
3706,37.060000,-0.161509,0.037926,0.037434
3707,37.070000,-0.161501,0.037934,0.037430
3708,37.080000,-0.161500,0.037931,0.037428
3709,37.090000,-0.161505,0.037923,0.037428
3710,37.100000,-0.161497,0.037928,0.037419
3711,37.110000,-0.161505,0.037933,0.037433
3712,37.120000,-0.161493,0.037940,0.037438
3713,37.130000,-0.161490,0.037932,0.037422
3714,37.140000,-0.161493,0.037925,0.037436
3715,37.150000,-0.161494,0.037927,0.037437
3716,37.160000,-0.161499,0.037927,0.037441
3717,37.170000,-0.161492,0.037942,0.037429
3718,37.180000,-0.161486,0.037917,0.037440
3719,37.190000,-0.161497,0.037935,0.037454
3720,37.200000,-0.161501,0.037932,0.037429
3721,37.210000,-0.161491,0.037931,0.037439
3722,37.220000,-0.161502,0.037932,0.037442
3723,37.230000,-0.161489,0.037945,0.037445
3724,37.240000,-0.161493,0.037929,0.037442
3725,37.250000,-0.161484,0.037940,0.037438
3726,37.260000,-0.161499,0.037922,0.037441
